,name,pledged,slug,source_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,usd_pledged,usd_type,friends,is_backing,is_starred,permissions,country,town,location_type,project_url,reward_url
2503,"FUTURE SKETCHBOOK: Art book and Comic ""Moon Cutter""",3370.0,future-sketchbook-art-book-and-comic-moon-cutter,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MA,1434902494,1.0,3370.0,domestic,,,,,US,Boston,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2504,19th Latitude: the brand that speaks in hand-drawn images.,7100.0,19th-latitude-t-shirts-to-draw-you-in,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NC,1432319233,1.0,7100.0,domestic,,,,,US,Asheville,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2505,I JUST WANNA DRAW STUFF ALL SUMMER,1574.0,i-just-wanna-draw-stuff-all-summer,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CT,1432405528,1.0,1574.0,domestic,,,,,US,Fairfield,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2506,£4 Drawings by Red Ted,3781.0,4-drawings-by-red-ted,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1432450590,1.50157365,5677.44997065,domestic,,,,,GB,Peterborough,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2507,Ornamentium: A Coloring Book,6574.0,rose-windows-and-other-doodles-a-sophisticated-col,https://www.kickstarter.com/discover/categories/art/illustration,True,False,WA,1435071124,1.0,6574.0,domestic,,,,,US,Seattle,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2508,$2 Drawings,6908.0,2-drawings,https://www.kickstarter.com/discover/categories/art/illustration,True,False,ON,1430282806,0.79290823,5477.41005284,domestic,,,,,CA,Toronto,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2509,The Jungle Book Club,1524.0,the-jungle-book-club,https://www.kickstarter.com/discover/categories/art/illustration,True,True,England,1429815612,1.48680756,2265.89472144,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2510,Hello. I love you. Beautiful Big Little You.,862.0,hello-i-love-you-beautiful-big-little-you,https://www.kickstarter.com/discover/categories/art/illustration,True,False,VA,1429070462,1.0,862.0,domestic,,,,,US,Floyd,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2511,"Redrawing, My Life: An art book project",283.0,redrawing-my-life-an-art-book-project,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1430513025,1.0,283.0,domestic,,,,,US,Bellflower,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2512,penguin pals!,250.0,penguin-pals,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NY,1430533444,1.0,250.0,domestic,,,,,US,11358,Zip,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2513,21 Days in Japan: An Illustrative Study of Japanese Cuisine,6488.0,21-days-in-japan-an-illustrative-study-of-japanese,https://www.kickstarter.com/discover/categories/art/illustration,True,True,ON,1429801227,0.7894205,5121.760204,domestic,,,,,CA,Toronto,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2514,amandarias' Art Debut,633.0,amandarias-art-debut,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1430803569,1.0,633.0,domestic,,,,,US,Riverside,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2515,Day of the Dead Rosie the Riveter Calavera Vinyl Stickers,1652.0,day-of-the-dead-rosie-the-riveter-calavera-vinyl-s,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1429564975,1.0,1652.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2516,Earthbound Oracle Deck,16455.0,earthbound-oracle-deck,https://www.kickstarter.com/discover/categories/art/illustration,True,True,AL,1431042017,1.0,16455.0,domestic,,,,,US,Northport,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2517,The Neurotic Owl Tarot,924.0,the-neurotic-owl-tarot,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1430095679,1.0,924.0,domestic,,,,,US,Houston,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2518,BLARGENFARK! a coloring book for cool grown-ups & weird kids,839.0,blargenfark-a-coloring-book-for-cool-grown-ups-and,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MN,1431278696,1.0,839.0,domestic,,,,,US,Minneapolis,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2519,Art Work and Ministry,507.0,art-work-and-ministry,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1431478954,1.0,507.0,domestic,,,,,US,Houston,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2520,The Girls of Cosplay: Artbook Vol. 1,2241.0,the-girls-of-cosplay-artbook-vol-1,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1429316472,1.0,2241.0,domestic,,,,,US,Miami,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2521,Sketches for a dollar!,1093.14,sketches-for-a-dollar,https://www.kickstarter.com/discover/categories/art/illustration,True,False,BC,1429398231,0.7817887,854.604499518,domestic,,,,,CA,Vancouver,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2522,Rime of the Pirate King! Scurvy art for salty buccaneers!,3298.0,rime-of-the-pirate-king-scurvy-art-for-salty-bucca,https://www.kickstarter.com/discover/categories/art/illustration,True,False,GA,1429401807,1.0,3298.0,domestic,,,,,US,Lawrenceville,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2523,LADIES OF LITERATURE: VOLUME 2 Illustration Anthology,39073.0,ladies-of-literature-volume-2-illustration-antholo,https://www.kickstarter.com/discover/categories/art/illustration,True,True,NY,1429662612,1.0,39073.0,domestic,,,,,US,Brooklyn,County,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2524,Awesome Cartoons for $5 - FREE Shipping Worldwide!!,2000.0,awesome-cartoons-for-5,https://www.kickstarter.com/discover/categories/art/illustration,True,False,ON,1429489546,0.79315664,1586.31328,domestic,,,,,CA,Toronto,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2525,Zodiac Greeting Card Set by 12 Different Artists,4312.0,aura-scopes-12-artists-12-zodiac-note-cards-by-78,https://www.kickstarter.com/discover/categories/art/illustration,True,False,VA,1429494821,1.0,4312.0,domestic,,,,,US,Reston,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2526,Project Vanity - Support UFO Awareness,1399.0,project-vanity-support-ufo-awareness,https://www.kickstarter.com/discover/categories/art/illustration,True,True,FL,1429565421,1.0,1399.0,domestic,,,,,US,Ocala,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2527,Cats Being Basic: Greeting Cards Set,539.0,cats-being-basic-6-greeting-card-set,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MI,1429581612,1.0,539.0,domestic,,,,,US,Detroit,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2528,Maleficent Sugar Skull Vinyl Sticker & Prints,315.0,maleficent-sugar-skull-vinyl-sticker-and-prints,https://www.kickstarter.com/discover/categories/art/illustration,True,False,OK,1428281290,1.0,315.0,domestic,,,,,US,Tahlequah,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2529,Cool Clients Needed,263.0,cool-clients-needed,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1429773243,1.49224332,392.45999316,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2530,Illustrated Fashion & Lifestyle Blog with Cozy Reverie,1000.0,illustrated-fashion-and-lifestyle-blog-with-cozy-r,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1429830477,1.0,1000.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2531,Numberism Art Science Lab,11677.0,numberism-art-science-lab,https://www.kickstarter.com/discover/categories/art/illustration,True,True,OR,1430175778,1.0,11677.0,domestic,,,,,US,Portland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2532,Making a Scene 2014 Art Book. Art from classic movies.,10328.0,making-a-scene-2014-art-book-art-from-classic-movi,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1428710419,1.0,10328.0,domestic,,,,,US,Houston,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2533,Day of the Dead Daryl Dixon Calavera Vinyl Stickers,428.0,day-of-the-dead-daryl-dixon-calavera-vinyl-sticker,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1426641683,1.0,428.0,domestic,,,,,US,Downey,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2534,Drawings for a dollar!,1776.48,drawings-for-a-dollar,https://www.kickstarter.com/discover/categories/art/illustration,True,False,AB,1429900343,0.79256134,1407.9693692832,domestic,,,,,CA,Mission,Suburb,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2535,Släpp ut din inre påfågel!,1430.0,slapp-ut-din-inre-pafagel-let-your-inner-peackock,https://www.kickstarter.com/discover/categories/art/illustration,True,False,Stockholm,1428002463,0.11775968,168.3963424,domestic,,,,,SE,Stockholm,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2536,Animal Inspired T-shirts by IHsquared,11451.0,animal-inspired-t-shirts-by-ihsquared,https://www.kickstarter.com/discover/categories/art/illustration,True,False,UT,1428701418,1.0,11451.0,domestic,,,,,US,Salt Lake City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2537,Crying Unicorn Vinyl Sticker,3289.0,crying-unicorn-vinyl-sticker,https://www.kickstarter.com/discover/categories/art/illustration,True,True,OH,1427995252,1.0,3289.0,domestic,,,,,US,Cincinnati,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2538,$1.00 art! Accessorizing animals!,545.0,100-art-accessorizing-animals,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1428883817,1.0,545.0,domestic,,,,,US,Harker Heights,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
